condition	Sentence	question	options	answer	list	itemID	block	RNDM
MVRR_AMB	The mechanic brought the truck needed several more hours to fully repair it.	Did the mechanic bring the truck?	(r) Yes　　　　　　　　　　　No (u)	u	q	8	2	MVRR
NPS_AMB	The guitarist knew the song failed dramatically because of the tensions within the band.	Did the band members have some interpersonal conflict?	(r) Yes　　　　　　　　　　　No (u)	r	q	9	2	NPS
NPZ_AMB	Although the player lost the bonus remained essentially the same as in the original contract.	Did the player lose the bonus?	(r) Yes　　　　　　　　　　　No (u)	u	q	10	2	NPZ
MVRR_AMB	The mayor sent the document provided sufficient evidence that it was simply blackmail.	Did the mayor send the document to someone?	(r) Yes　　　　　　　　　　　No (u)	u	q	13	2	MVRR
MVRR_AMB	The yoga instructor offered the position demanded immense physical effort from everyone.	Did the instructor offer the position to someone?	(r) Yes　　　　　　　　　　　No (u)	u	q	17	2	MVRR
NPS_AMB	The governor noticed the contract received sweeping support across the entire state.	How much support did the contract receive?	(r) Extensive　　　　　　　　　　　Limited (u)	r	q	18	2	NPS
NPZ_AMB	Before the patient called the treatment continued causing uncomfortable side effects like nausea.	Did the patient's nausea last for a while?	(r) Yes　　　　　　　　　　　No (u)	r	q	19	2	NPZ
NPZ_AMB	Once the dancer began the ballet achieved incredible success for a show with a new performer.	What show achieved incredible success?	(r) A musical　　　　　　　　　　　A ballet (u)	u	q	21	2	NPZ
MVRR_AMB	The contestant paid the money became unavailable and suddenly terminated his contract.	Did the contestant pay the money to someone?	(r) Yes　　　　　　　　　　　No (u)	u	q	22	2	MVRR
NPZ_UAMB	After the woman moved, the mail disappeared mysteriously from the delivery system.	Did the woman move the mail?	(r) Yes　　　　　　　　　　　No (u)	u	q	3	2	NPZ
NPS_UAMB	The boy found that the chicken stayed surprisingly happy in the new barn.	Was the chicken satisfied in the new barn?	(r) Yes　　　　　　　　　　　No (u)	r	q	4	2	NPS
MVRR_UAMB	The professor who was awarded the grant gained more attention from marine biologists.	Did the professor award the grant to someone?	(r) Yes　　　　　　　　　　　No (u)	u	q	6	2	MVRR
MVRR_UAMB	The technician who was refused the service stopped working almost immediately after the argument.	Did the technician refuse the service?	(r) Yes　　　　　　　　　　　No (u)	u	q	7	2	MVRR
NPZ_UAMB	Once the recent hire started, the job prepared many students for careers in media.	Did the job help any students?	(r) Yes　　　　　　　　　　　No (u)	r	q	11	2	NPZ
NPZ_UAMB	While the assistant manager worked, the training seemed unnecessarily demanding to him.	Was the training difficult?	(r) Yes　　　　　　　　　　　No (u)	r	q	12	2	NPZ
MVRR_UAMB	The basketball player who was handed the contract created another controversy in the NBA.	Did the player hand the contract to someone?	(r) Yes　　　　　　　　　　　No (u)	u	q	14	2	MVRR
NPS_UAMB	The engineer maintained that the equipment required constant supervision from senior technicians.	Did the engineer maintain the equipment?	(r) Yes　　　　　　　　　　　No (u)	u	q	15	2	NPS
MVRR_UAMB	The little girl who was fed the lamb remained relatively calm despite having asked for beef.	Did the girl feed the lamb?	(r) Yes　　　　　　　　　　　No (u)	u	q	16	2	MVRR
NPZ_UAMB	Once the operator stopped, the machine started working efficiently without any supervision.	Did the operator stop the machine?	(r) Yes　　　　　　　　　　　No (u)	u	q	20	2	NPZ
NPS_UAMB	The new chef claimed that the restaurant separated mediocre cooks from gifted ones.	Did the chef join the restaurant recently?	(r) Yes　　　　　　　　　　　No (u)	r	q	23	2	NPS
NPS_UAMB	The apprentice baker discovered that the oven produced smaller cakes because it heated too fast.	Did the apprentice baker discover the oven?	(r) Yes　　　　　　　　　　　No (u)	u	q	24	2	NPS
MVRR_AMB	The suspect sent the file deserved further investigation given the new evidence.	Did the suspect send the file to someone?	(r) Yes　　　　　　　　　　　No (u)	u	r	1	2	MVRR
NPZ_AMB	After the woman moved the mail disappeared mysteriously from the delivery system.	Did the woman move the mail?	(r) Yes　　　　　　　　　　　No (u)	u	r	3	2	NPZ
MVRR_AMB	The technician refused the service stopped working almost immediately after the argument.	Did the technician refuse the service?	(r) Yes　　　　　　　　　　　No (u)	u	r	7	2	MVRR
NPS_AMB	The mechanic observed the truck needed several more hours to be repaired.	Had the truck broken down?	(r) Yes　　　　　　　　　　　No (u)	r	r	8	2	NPS
NPZ_AMB	After the guitarist began the song failed dramatically because he skipped the sound check.	Did the guitarist complete the sound check?	(r) Yes　　　　　　　　　　　No (u)	u	r	9	2	NPZ
NPS_AMB	The player revealed the bonus remained essentially the same as in the original contract.	Was the contract violated?	(r) Yes　　　　　　　　　　　No (u)	u	r	10	2	NPS
MVRR_AMB	The basketball player handed the contract created another controversy in the NBA.	Did the player hand the contract to someone?	(r) Yes　　　　　　　　　　　No (u)	u	r	14	2	MVRR
MVRR_AMB	The governor awarded the contract received sweeping support across the entire state.	Did the governor award the contract to someone?	(r) Yes　　　　　　　　　　　No (u)	u	r	18	2	MVRR
NPS_AMB	The patient reported the treatment continued causing uncomfortable side effects like nausea.	Did the patient's nausea last for a while?	(r) Yes　　　　　　　　　　　No (u)	r	r	19	2	NPS
NPZ_AMB	Once the operator stopped the machine started working efficiently without any supervision.	Did the operator stop the machine?	(r) Yes　　　　　　　　　　　No (u)	u	r	20	2	NPZ
NPS_AMB	The dancer knew the ballet achieved incredible success for a small local production.	What production achieved incredible success?	(r) A ballet　　　　　　　　　　　A musical (u)	r	r	21	2	NPS
NPZ_AMB	After the contestant lost the money became unavailable despite his previous three wins in a row.	How many times did the contestant win?	(r) Three　　　　　　　　　　　Zero (u)	r	r	22	2	NPZ
NPS_UAMB	The corrupt politician mentioned that the bill received unwelcome attention from southern voters.	Did the bill receive any negative attention?	(r) Yes　　　　　　　　　　　No (u)	r	r	2	2	NPS
NPS_UAMB	The boy found that the chicken stayed surprisingly happy in the new barn.	Was the chicken satisfied in the new barn?	(r) Yes　　　　　　　　　　　No (u)	r	r	4	2	NPS
NPS_UAMB	The new doctor demonstrated that the operation appeared increasingly likely to succeed.	What did the doctor demonstrate?	(r) The operation　　　　　　　　　　　The operation's likelihood of success (u)	u	r	5	2	NPS
NPZ_UAMB	After the professor read, the grant gained more attention due to her excellent description.	Who or what got a lot of attention?	(r) The grant　　　　　　　　　　　The professor (u)	r	r	6	2	NPZ
MVRR_UAMB	The recent hire who was offered the job prepared many students for careers in media.	Did the new hire offer the job to someone?	(r) Yes　　　　　　　　　　　No (u)	u	r	11	2	MVRR
NPZ_UAMB	While the assistant manager worked, the training seemed unnecessarily demanding to him.	Was the training difficult?	(r) Yes　　　　　　　　　　　No (u)	r	r	12	2	NPZ
NPS_UAMB	The mayor showed that the document provided sufficient evidence to prove her innocence.	Was there enough proof?	(r) Yes　　　　　　　　　　　No (u)	r	r	13	2	NPS
MVRR_UAMB	The engineer who was brought the equipment required constant supervision from senior technicians.	Did the engineer bring the equipment to someone?	(r) Yes　　　　　　　　　　　No (u)	u	r	15	2	MVRR
MVRR_UAMB	The little girl who was fed the lamb remained relatively calm despite having asked for beef.	Did the girl feed the lamb?	(r) Yes　　　　　　　　　　　No (u)	u	r	16	2	MVRR
NPZ_UAMB	Before the yoga instructor left, the position demanded immense physical effort from everyone.	Was the position hard?	(r) Yes　　　　　　　　　　　No (u)	r	r	17	2	NPZ
NPZ_UAMB	Once the new chef started, the restaurant separated mediocre cooks from gifted ones.	Did the chef join the restaurant recently?	(r) Yes　　　　　　　　　　　No (u)	r	r	23	2	NPZ
MVRR_UAMB	The apprentice baker who was assigned the oven produced smaller cakes because he lacked experience.	Did the apprentice baker assign the oven to someone?	(r) Yes　　　　　　　　　　　No (u)	u	r	24	2	MVRR
RC_Subj	The bus driver who followed the kids wondered about the location of a hotel.	Who was being followed?	(r) The bus driver　　　　　　　　　　　The kids (u)	u	a	25	2	RC
RC_Subj	The chef who distracted the cameraman poured the flour onto the counter.	Who was being distracted?	(r) The chef　　　　　　　　　　　The cameraman (u)	u	a	26	2	RC
RC_Obj	The children who the father woke bothered him about the trip to the beach.	Who was woken up?	(r) The children　　　　　　　　　　　The father (u)	r	a	27	2	RC
RC_Obj	The class that the teacher disliked skimmed the reading for the week.	Who was disliked?	(r) The class　　　　　　　　　　　The teacher (u)	r	a	28	2	RC
RC_Subj	The manager who visited the boss remembered some inconvenient facts.	Who remembered the facts?	(r) The boss　　　　　　　　　　　The manager (u)	u	a	37	2	RC
RC_Subj	The mathematician who visited the chairman created a solution to the wellknown problem.	Who created the solution?	(r) The mathematician　　　　　　　　　　　The chairman (u)	r	a	38	2	RC
RC_Obj	The monkeys that the zookeepers watched charged the bars of their cage.	Who charged the bars of the cage?	(r) The zookeepers　　　　　　　　　　　The monkeys (u)	u	a	39	2	RC
RC_Obj	The movie star who the organizers visited proposed an annual prize.	Who proposed a prize?	(r) The movie star　　　　　　　　　　　The organizers (u)	r	a	40	2	RC
RC_Subj	The dancer that loved the audience ignored some basic principles.	Who was loved?	(r) The dancer　　　　　　　　　　　The audience (u)	u	b	29	2	RC
RC_Subj	The employees that noticed the fireman hurried across the open field.	Who was noticed?	(r) The employees　　　　　　　　　　　The fireman (u)	u	b	30	2	RC
RC_Obj	The farmer that the customers approached lifted the chickens from their coop.	Who was approached?	(r) The customers　　　　　　　　　　　The farmer (u)	u	b	31	2	RC
RC_Obj	The farmer who the rancher hired piled the seeds in long rows.	Who was hired?	(r) The rancher　　　　　　　　　　　The farmer (u)	u	b	32	2	RC
RC_Subj	The neighbor who observed the couple purchased the old Victorian house.	Who purchased the house?	(r) The couple　　　　　　　　　　　The neighbor (u)	u	b	41	2	RC
RC_Subj	The pilot who delayed the ground crew remained on the runway for a long time.	Who was on the runway?	(r) The pilot　　　　　　　　　　　The ground crew (u)	r	b	42	2	RC
RC_Obj	The soldiers that the natives helped climbed the big rock that blocked the path.	Who climbed the rock?	(r) The natives　　　　　　　　　　　The soldiers (u)	u	b	43	2	RC
RC_Obj	The speaker who the economists entertained predicted a good year for the industry.	Who predicted a good year?	(r) The speaker　　　　　　　　　　　The economists (u)	r	b	44	2	RC
RC_Subj	The firemen that called the residents attacked the house with high-powered hoses.	Who got a call?	(r) The residents　　　　　　　　　　　The firemen (u)	r	c	33	2	RC
RC_Subj	The girl who watched the parents changed a critical part of the story.	Who was being watched?	(r) The parents　　　　　　　　　　　The girl (u)	r	c	34	2	RC
RC_Obj	The investigator who the agency phoned considered Ms. Reynolds from accounting.	Who got a phone call?	(r) The agency　　　　　　　　　　　The investigator (u)	u	c	35	2	RC
RC_Obj	The judge who the witnesses addressed noticed the defense attorneys.	Who was being addressed?	(r) The witnesses　　　　　　　　　　　The judge (u)	u	c	36	2	RC
RC_Subj	The table top that rested on the box screwed directly to the legs.	What attached to the legs?	(r) The box　　　　　　　　　　　The table top (u)	u	c	45	2	RC
RC_Subj	The trainer who called the jockey rubbed the horse's skin.	Who pet the horse?	(r) The trainer　　　　　　　　　　　The jockey (u)	r	c	46	2	RC
RC_Obj	The veteran who the coach admired defeated his greatest rival.	Who defeated their rival?	(r) The coach　　　　　　　　　　　The veteran (u)	u	c	47	2	RC
RC_Obj	The visitor who the student introduced walked across the quad.	Who walked across the quad?	(r) The visitor　　　　　　　　　　　The student (u)	r	c	48	2	RC
RC_Obj	The bus driver who the kids followed wondered about the location of a hotel.	Who was being followed?	(r) The bus driver　　　　　　　　　　　The kids (u)	r	d	25	2	RC
RC_Obj	The chef who the cameraman distracted poured the flour onto the counter.	Who was being distracted?	(r) The chef　　　　　　　　　　　The cameraman (u)	r	d	26	2	RC
RC_Subj	The children who woke the father bothered him about the trip to the beach.	Who was woken up?	(r) The children　　　　　　　　　　　The father (u)	u	d	27	2	RC
RC_Subj	The class that disliked the teacher skimmed the reading for the week.	Who was disliked?	(r) The class　　　　　　　　　　　The teacher (u)	u	d	28	2	RC
RC_Obj	The manager who the boss visited remembered some inconvenient facts.	Who remembered the facts?	(r) The boss　　　　　　　　　　　The manager (u)	u	d	37	2	RC
RC_Obj	The mathematician who the chairman visited created a solution to the wellknown problem.	Who created the solution?	(r) The mathematician　　　　　　　　　　　The chairman (u)	r	d	38	2	RC
RC_Subj	The monkeys that watched the zookeepers charged the bars of their cage.	Who charged the bars of the cage?	(r) The zookeepers　　　　　　　　　　　The monkeys (u)	u	d	39	2	RC
RC_Subj	The movie star who visited the organizers proposed an annual prize.	Who proposed a prize?	(r) The movie star　　　　　　　　　　　The organizers (u)	r	d	40	2	RC
RC_Obj	The dancer that the audience loved ignored some basic principles.	Who was loved?	(r) The dancer　　　　　　　　　　　The audience (u)	r	e	29	2	RC
RC_Obj	The employees that the fireman noticed hurried across the open field.	Who was noticed?	(r) The employees　　　　　　　　　　　The fireman (u)	r	e	30	2	RC
RC_Subj	The farmer that approached the customers lifted the chickens from their coop.	Who was approached?	(r) The customers　　　　　　　　　　　The farmer (u)	r	e	31	2	RC
RC_Subj	The farmer who hired the rancher piled the seeds in long rows.	Who was hired?	(r) The rancher　　　　　　　　　　　The farmer (u)	r	e	32	2	RC
RC_Obj	The neighbor who the couple observed purchased the old Victorian house.	Who purchased the house?	(r) The couple　　　　　　　　　　　The neighbor (u)	u	e	41	2	RC
RC_Obj	The pilot who the ground crew delayed remained on the runway for a long time.	Who was on the runway?	(r) The pilot　　　　　　　　　　　The ground crew (u)	r	e	42	2	RC
RC_Subj	The soldiers that helped the natives climbed the big rock that blocked the path.	Who climbed the rock?	(r) The natives　　　　　　　　　　　The soldiers (u)	u	e	43	2	RC
RC_Subj	The speaker who entertained the economists predicted a good year for the industry.	Who predicted a good year?	(r) The speaker　　　　　　　　　　　The economists (u)	r	e	44	2	RC
RC_Obj	The firemen that the residents called attacked the house with high-powered hoses.	Who got a call?	(r) The residents　　　　　　　　　　　The firemen (u)	u	f	33	2	RC
RC_Obj	The girl who the parents watched changed a critical part of the story.	Who was being watched?	(r) The parents　　　　　　　　　　　The girl (u)	u	f	34	2	RC
RC_Subj	The investigator who phoned the agency considered Ms. Reynolds from accounting.	Who got a phone call?	(r) The agency　　　　　　　　　　　The investigator (u)	r	f	35	2	RC
RC_Subj	The judge who addressed the witnesses noticed the defense attorneys.	Who was being addressed?	(r) The witnesses　　　　　　　　　　　The judge (u)	r	f	36	2	RC
RC_Obj	The table top that the box rested on screwed directly to the legs.	What attached to the legs?	(r) The box　　　　　　　　　　　The table top (u)	u	f	45	2	RC
RC_Obj	The trainer who the jockey called rubbed the horse's skin.	Who pet the horse?	(r) The trainer　　　　　　　　　　　The jockey (u)	r	f	46	2	RC
RC_Subj	The veteran who admired the coach defeated his greatest rival.	Who defeated their rival?	(r) The coach　　　　　　　　　　　The veteran (u)	u	f	47	2	RC
RC_Subj	The visitor who introduced the student walked across the quad.	Who walked across the quad?	(r) The visitor　　　　　　　　　　　The student (u)	r	f	48	2	RC
RC_Subj	The bus driver who followed the kids wondered about the location of a hotel.	Who was being followed?	(r) The bus driver　　　　　　　　　　　The kids (u)	u	g	25	2	RC
RC_Subj	The chef who distracted the cameraman poured the flour onto the counter.	Who was being distracted?	(r) The chef　　　　　　　　　　　The cameraman (u)	u	g	26	2	RC
RC_Obj	The children who the father woke bothered him about the trip to the beach.	Who was woken up?	(r) The children　　　　　　　　　　　The father (u)	r	g	27	2	RC
RC_Obj	The class that the teacher disliked skimmed the reading for the week.	Who was disliked?	(r) The class　　　　　　　　　　　The teacher (u)	r	g	28	2	RC
RC_Subj	The manager who visited the boss remembered some inconvenient facts.	Who remembered the facts?	(r) The boss　　　　　　　　　　　The manager (u)	u	g	37	2	RC
RC_Subj	The mathematician who visited the chairman created a solution to the wellknown problem.	Who created the solution?	(r) The mathematician　　　　　　　　　　　The chairman (u)	r	g	38	2	RC
RC_Obj	The monkeys that the zookeepers watched charged the bars of their cage.	Who charged the bars of the cage?	(r) The zookeepers　　　　　　　　　　　The monkeys (u)	u	g	39	2	RC
RC_Obj	The movie star who the organizers visited proposed an annual prize.	Who proposed a prize?	(r) The movie star　　　　　　　　　　　The organizers (u)	r	g	40	2	RC
RC_Subj	The dancer that loved the audience ignored some basic principles.	Who was loved?	(r) The dancer　　　　　　　　　　　The audience (u)	u	h	29	2	RC
RC_Subj	The employees that noticed the fireman hurried across the open field.	Who was noticed?	(r) The employees　　　　　　　　　　　The fireman (u)	u	h	30	2	RC
RC_Obj	The farmer that the customers approached lifted the chickens from their coop.	Who was approached?	(r) The customers　　　　　　　　　　　The farmer (u)	u	h	31	2	RC
RC_Obj	The farmer who the rancher hired piled the seeds in long rows.	Who was hired?	(r) The rancher　　　　　　　　　　　The farmer (u)	u	h	32	2	RC
RC_Subj	The neighbor who observed the couple purchased the old Victorian house.	Who purchased the house?	(r) The couple　　　　　　　　　　　The neighbor (u)	u	h	41	2	RC
RC_Subj	The pilot who delayed the ground crew remained on the runway for a long time.	Who was on the runway?	(r) The pilot　　　　　　　　　　　The ground crew (u)	r	h	42	2	RC
RC_Obj	The soldiers that the natives helped climbed the big rock that blocked the path.	Who climbed the rock?	(r) The natives　　　　　　　　　　　The soldiers (u)	u	h	43	2	RC
RC_Obj	The speaker who the economists entertained predicted a good year for the industry.	Who predicted a good year?	(r) The speaker　　　　　　　　　　　The economists (u)	r	h	44	2	RC
RC_Subj	The firemen that called the residents attacked the house with high-powered hoses.	Who got a call?	(r) The residents　　　　　　　　　　　The firemen (u)	r	i	33	2	RC
RC_Subj	The girl who watched the parents changed a critical part of the story.	Who was being watched?	(r) The parents　　　　　　　　　　　The girl (u)	r	i	34	2	RC
RC_Obj	The investigator who the agency phoned considered Ms. Reynolds from accounting.	Who got a phone call?	(r) The agency　　　　　　　　　　　The investigator (u)	u	i	35	2	RC
RC_Obj	The judge who the witnesses addressed noticed the defense attorneys.	Who was being addressed?	(r) The witnesses　　　　　　　　　　　The judge (u)	u	i	36	2	RC
RC_Subj	The table top that rested on the box screwed directly to the legs.	What attached to the legs?	(r) The box　　　　　　　　　　　The table top (u)	u	i	45	2	RC
RC_Subj	The trainer who called the jockey rubbed the horse's skin.	Who pet the horse?	(r) The trainer　　　　　　　　　　　The jockey (u)	r	i	46	2	RC
RC_Obj	The veteran who the coach admired defeated his greatest rival.	Who defeated their rival?	(r) The coach　　　　　　　　　　　The veteran (u)	u	i	47	2	RC
RC_Obj	The visitor who the student introduced walked across the quad.	Who walked across the quad?	(r) The visitor　　　　　　　　　　　The student (u)	r	i	48	2	RC
RC_Obj	The bus driver who the kids followed wondered about the location of a hotel.	Who was being followed?	(r) The bus driver　　　　　　　　　　　The kids (u)	r	j	25	2	RC
RC_Obj	The chef who the cameraman distracted poured the flour onto the counter.	Who was being distracted?	(r) The chef　　　　　　　　　　　The cameraman (u)	r	j	26	2	RC
RC_Subj	The children who woke the father bothered him about the trip to the beach.	Who was woken up?	(r) The children　　　　　　　　　　　The father (u)	u	j	27	2	RC
RC_Subj	The class that disliked the teacher skimmed the reading for the week.	Who was disliked?	(r) The class　　　　　　　　　　　The teacher (u)	u	j	28	2	RC
RC_Obj	The manager who the boss visited remembered some inconvenient facts.	Who remembered the facts?	(r) The boss　　　　　　　　　　　The manager (u)	u	j	37	2	RC
RC_Obj	The mathematician who the chairman visited created a solution to the wellknown problem.	Who created the solution?	(r) The mathematician　　　　　　　　　　　The chairman (u)	r	j	38	2	RC
RC_Subj	The monkeys that watched the zookeepers charged the bars of their cage.	Who charged the bars of the cage?	(r) The zookeepers　　　　　　　　　　　The monkeys (u)	u	j	39	2	RC
RC_Subj	The movie star who visited the organizers proposed an annual prize.	Who proposed a prize?	(r) The movie star　　　　　　　　　　　The organizers (u)	r	j	40	2	RC
RC_Obj	The dancer that the audience loved ignored some basic principles.	Who was loved?	(r) The dancer　　　　　　　　　　　The audience (u)	r	k	29	2	RC
RC_Obj	The employees that the fireman noticed hurried across the open field.	Who was noticed?	(r) The employees　　　　　　　　　　　The fireman (u)	r	k	30	2	RC
RC_Subj	The farmer that approached the customers lifted the chickens from their coop.	Who was approached?	(r) The customers　　　　　　　　　　　The farmer (u)	r	k	31	2	RC
RC_Subj	The farmer who hired the rancher piled the seeds in long rows.	Who was hired?	(r) The rancher　　　　　　　　　　　The farmer (u)	r	k	32	2	RC
RC_Obj	The neighbor who the couple observed purchased the old Victorian house.	Who purchased the house?	(r) The couple　　　　　　　　　　　The neighbor (u)	u	k	41	2	RC
RC_Obj	The pilot who the ground crew delayed remained on the runway for a long time.	Who was on the runway?	(r) The pilot　　　　　　　　　　　The ground crew (u)	r	k	42	2	RC
RC_Subj	The soldiers that helped the natives climbed the big rock that blocked the path.	Who climbed the rock?	(r) The natives　　　　　　　　　　　The soldiers (u)	u	k	43	2	RC
RC_Subj	The speaker who entertained the economists predicted a good year for the industry.	Who predicted a good year?	(r) The speaker　　　　　　　　　　　The economists (u)	r	k	44	2	RC
RC_Obj	The firemen that the residents called attacked the house with high-powered hoses.	Who got a call?	(r) The residents　　　　　　　　　　　The firemen (u)	u	l	33	2	RC
RC_Obj	The girl who the parents watched changed a critical part of the story.	Who was being watched?	(r) The parents　　　　　　　　　　　The girl (u)	u	l	34	2	RC
RC_Subj	The investigator who phoned the agency considered Ms. Reynolds from accounting.	Who got a phone call?	(r) The agency　　　　　　　　　　　The investigator (u)	r	l	35	2	RC
RC_Subj	The judge who addressed the witnesses noticed the defense attorneys.	Who was being addressed?	(r) The witnesses　　　　　　　　　　　The judge (u)	r	l	36	2	RC
RC_Obj	The table top that the box rested on screwed directly to the legs.	What attached to the legs?	(r) The box　　　　　　　　　　　The table top (u)	u	l	45	2	RC
RC_Obj	The trainer who the jockey called rubbed the horse's skin.	Who pet the horse?	(r) The trainer　　　　　　　　　　　The jockey (u)	r	l	46	2	RC
RC_Subj	The veteran who admired the coach defeated his greatest rival.	Who defeated their rival?	(r) The coach　　　　　　　　　　　The veteran (u)	u	l	47	2	RC
RC_Subj	The visitor who introduced the student walked across the quad.	Who walked across the quad?	(r) The visitor　　　　　　　　　　　The student (u)	r	l	48	2	RC
RC_Subj	The bus driver who followed the kids wondered about the location of a hotel.	Who was being followed?	(r) The bus driver　　　　　　　　　　　The kids (u)	u	m	25	2	RC
RC_Subj	The chef who distracted the cameraman poured the flour onto the counter.	Who was being distracted?	(r) The chef　　　　　　　　　　　The cameraman (u)	u	m	26	2	RC
RC_Obj	The children who the father woke bothered him about the trip to the beach.	Who was woken up?	(r) The children　　　　　　　　　　　The father (u)	r	m	27	2	RC
RC_Obj	The class that the teacher disliked skimmed the reading for the week.	Who was disliked?	(r) The class　　　　　　　　　　　The teacher (u)	r	m	28	2	RC
RC_Subj	The manager who visited the boss remembered some inconvenient facts.	Who remembered the facts?	(r) The boss　　　　　　　　　　　The manager (u)	u	m	37	2	RC
RC_Subj	The mathematician who visited the chairman created a solution to the wellknown problem.	Who created the solution?	(r) The mathematician　　　　　　　　　　　The chairman (u)	r	m	38	2	RC
RC_Obj	The monkeys that the zookeepers watched charged the bars of their cage.	Who charged the bars of the cage?	(r) The zookeepers　　　　　　　　　　　The monkeys (u)	u	m	39	2	RC
RC_Obj	The movie star who the organizers visited proposed an annual prize.	Who proposed a prize?	(r) The movie star　　　　　　　　　　　The organizers (u)	r	m	40	2	RC
RC_Subj	The dancer that loved the audience ignored some basic principles.	Who was loved?	(r) The dancer　　　　　　　　　　　The audience (u)	u	n	29	2	RC
RC_Subj	The employees that noticed the fireman hurried across the open field.	Who was noticed?	(r) The employees　　　　　　　　　　　The fireman (u)	u	n	30	2	RC
RC_Obj	The farmer that the customers approached lifted the chickens from their coop.	Who was approached?	(r) The customers　　　　　　　　　　　The farmer (u)	u	n	31	2	RC
RC_Obj	The farmer who the rancher hired piled the seeds in long rows.	Who was hired?	(r) The rancher　　　　　　　　　　　The farmer (u)	u	n	32	2	RC
RC_Subj	The neighbor who observed the couple purchased the old Victorian house.	Who purchased the house?	(r) The couple　　　　　　　　　　　The neighbor (u)	u	n	41	2	RC
RC_Subj	The pilot who delayed the ground crew remained on the runway for a long time.	Who was on the runway?	(r) The pilot　　　　　　　　　　　The ground crew (u)	r	n	42	2	RC
RC_Obj	The soldiers that the natives helped climbed the big rock that blocked the path.	Who climbed the rock?	(r) The natives　　　　　　　　　　　The soldiers (u)	u	n	43	2	RC
RC_Obj	The speaker who the economists entertained predicted a good year for the industry.	Who predicted a good year?	(r) The speaker　　　　　　　　　　　The economists (u)	r	n	44	2	RC
RC_Subj	The firemen that called the residents attacked the house with high-powered hoses.	Who got a call?	(r) The residents　　　　　　　　　　　The firemen (u)	r	o	33	2	RC
RC_Subj	The girl who watched the parents changed a critical part of the story.	Who was being watched?	(r) The parents　　　　　　　　　　　The girl (u)	r	o	34	2	RC
RC_Obj	The investigator who the agency phoned considered Ms. Reynolds from accounting.	Who got a phone call?	(r) The agency　　　　　　　　　　　The investigator (u)	u	o	35	2	RC
RC_Obj	The judge who the witnesses addressed noticed the defense attorneys.	Who was being addressed?	(r) The witnesses　　　　　　　　　　　The judge (u)	u	o	36	2	RC
RC_Subj	The table top that rested on the box screwed directly to the legs.	What attached to the legs?	(r) The box　　　　　　　　　　　The table top (u)	u	o	45	2	RC
RC_Subj	The trainer who called the jockey rubbed the horse's skin.	Who pet the horse?	(r) The trainer　　　　　　　　　　　The jockey (u)	r	o	46	2	RC
RC_Obj	The veteran who the coach admired defeated his greatest rival.	Who defeated their rival?	(r) The coach　　　　　　　　　　　The veteran (u)	u	o	47	2	RC
RC_Obj	The visitor who the student introduced walked across the quad.	Who walked across the quad?	(r) The visitor　　　　　　　　　　　The student (u)	r	o	48	2	RC
RC_Obj	The bus driver who the kids followed wondered about the location of a hotel.	Who was being followed?	(r) The bus driver　　　　　　　　　　　The kids (u)	r	p	25	2	RC
RC_Obj	The chef who the cameraman distracted poured the flour onto the counter.	Who was being distracted?	(r) The chef　　　　　　　　　　　The cameraman (u)	r	p	26	2	RC
RC_Subj	The children who woke the father bothered him about the trip to the beach.	Who was woken up?	(r) The children　　　　　　　　　　　The father (u)	u	p	27	2	RC
RC_Subj	The class that disliked the teacher skimmed the reading for the week.	Who was disliked?	(r) The class　　　　　　　　　　　The teacher (u)	u	p	28	2	RC
RC_Obj	The manager who the boss visited remembered some inconvenient facts.	Who remembered the facts?	(r) The boss　　　　　　　　　　　The manager (u)	u	p	37	2	RC
RC_Obj	The mathematician who the chairman visited created a solution to the wellknown problem.	Who created the solution?	(r) The mathematician　　　　　　　　　　　The chairman (u)	r	p	38	2	RC
RC_Subj	The monkeys that watched the zookeepers charged the bars of their cage.	Who charged the bars of the cage?	(r) The zookeepers　　　　　　　　　　　The monkeys (u)	u	p	39	2	RC
RC_Subj	The movie star who visited the organizers proposed an annual prize.	Who proposed a prize?	(r) The movie star　　　　　　　　　　　The organizers (u)	r	p	40	2	RC
RC_Obj	The dancer that the audience loved ignored some basic principles.	Who was loved?	(r) The dancer　　　　　　　　　　　The audience (u)	r	q	29	2	RC
RC_Obj	The employees that the fireman noticed hurried across the open field.	Who was noticed?	(r) The employees　　　　　　　　　　　The fireman (u)	r	q	30	2	RC
RC_Subj	The farmer that approached the customers lifted the chickens from their coop.	Who was approached?	(r) The customers　　　　　　　　　　　The farmer (u)	r	q	31	2	RC
RC_Subj	The farmer who hired the rancher piled the seeds in long rows.	Who was hired?	(r) The rancher　　　　　　　　　　　The farmer (u)	r	q	32	2	RC
RC_Obj	The neighbor who the couple observed purchased the old Victorian house.	Who purchased the house?	(r) The couple　　　　　　　　　　　The neighbor (u)	u	q	41	2	RC
RC_Obj	The pilot who the ground crew delayed remained on the runway for a long time.	Who was on the runway?	(r) The pilot　　　　　　　　　　　The ground crew (u)	r	q	42	2	RC
RC_Subj	The soldiers that helped the natives climbed the big rock that blocked the path.	Who climbed the rock?	(r) The natives　　　　　　　　　　　The soldiers (u)	u	q	43	2	RC
RC_Subj	The speaker who entertained the economists predicted a good year for the industry.	Who predicted a good year?	(r) The speaker　　　　　　　　　　　The economists (u)	r	q	44	2	RC
